locus_tag	ftype	length_bp	gene	EC_number	COG	product
BEPCNDDL_00047	CDS	606				hypothetical protein
BEPCNDDL_00048	CDS	2307				hypothetical protein
BEPCNDDL_00049	CDS	573				hypothetical protein
BEPCNDDL_00050	CDS	1170	fabF_1	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
BEPCNDDL_00051	CDS	474				hypothetical protein
BEPCNDDL_00052	CDS	729	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BEPCNDDL_00053	CDS	1230	fabF_2	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
BEPCNDDL_00054	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
BEPCNDDL_00055	CDS	888	dmlR_1			HTH-type transcriptional regulator DmlR
BEPCNDDL_00056	CDS	1176	ydhP_1		COG2814	Inner membrane transport protein YdhP
BEPCNDDL_00057	CDS	795				hypothetical protein
BEPCNDDL_00058	CDS	1425	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
BEPCNDDL_00059	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
BEPCNDDL_00060	CDS	720				hypothetical protein
BEPCNDDL_00061	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
BEPCNDDL_00062	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
BEPCNDDL_00063	tRNA	77				tRNA-Asp(gtc)
BEPCNDDL_00064	CDS	1461	pucI		COG1953	putative allantoin permease
BEPCNDDL_00065	CDS	750				hypothetical protein
BEPCNDDL_00066	CDS	744	hyuA	5.1.99.5	COG4126	Hydantoin racemase
BEPCNDDL_00067	CDS	939				hypothetical protein
BEPCNDDL_00068	CDS	2235	iutA			Ferric aerobactin receptor
BEPCNDDL_00069	CDS	1329	iucD_1	1.14.13.59	COG3486	L-lysine N6-monooxygenase
BEPCNDDL_00070	CDS	1749	iucC	6.3.2.39	COG4264	Aerobactin synthase
BEPCNDDL_00071	CDS	951	iucB	2.3.1.102		N(6)-hydroxylysine O-acetyltransferase
BEPCNDDL_00072	CDS	1746	iucA	6.3.2.38		N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase
BEPCNDDL_00073	CDS	1224				hypothetical protein
BEPCNDDL_00074	CDS	885	viuB_1		COG2375	Vibriobactin utilization protein ViuB
BEPCNDDL_00075	CDS	426				hypothetical protein
BEPCNDDL_00076	CDS	384				hypothetical protein
BEPCNDDL_00077	CDS	1401	atzE	3.5.1.131		1-carboxybiuret hydrolase subunit AtzE
BEPCNDDL_00078	CDS	192				hypothetical protein
BEPCNDDL_00079	CDS	1587	hpxW	3.5.1.126	COG0405	Oxamate amidohydrolase proenzyme
BEPCNDDL_00080	CDS	840				hypothetical protein
BEPCNDDL_00081	CDS	792	fliY_1		COG0834	L-cystine-binding protein FliY
BEPCNDDL_00082	CDS	666				hypothetical protein
BEPCNDDL_00083	CDS	657	yecS_1		COG0765	L-cystine transport system permease protein YecS
BEPCNDDL_00084	CDS	744	glnQ_1	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
BEPCNDDL_00085	CDS	1242	pucG	2.6.1.112	COG0075	(S)-ureidoglycine--glyoxylate transaminase
BEPCNDDL_00086	CDS	1275	hyuC_1	3.5.1.87		N-carbamoyl-L-amino-acid hydrolase
BEPCNDDL_00087	CDS	501	uao			Uric acid degradation bifunctional protein
BEPCNDDL_00088	CDS	336	hiuH	3.5.2.17		5-hydroxyisourate hydrolase
BEPCNDDL_00089	CDS	1353				Nucleobase transporter PlUacP
BEPCNDDL_00090	CDS	774	yafV	3.5.1.3		Omega-amidase YafV
BEPCNDDL_00091	CDS	1161	ybdL_1	2.6.1.88	COG0436	Methionine aminotransferase
BEPCNDDL_00092	CDS	615	mtnB	4.2.1.109	COG0235	Methylthioribulose-1-phosphate dehydratase
BEPCNDDL_00093	CDS	690	mtnC	3.1.3.77		Enolase-phosphatase E1
BEPCNDDL_00094	CDS	543	mtnD	1.13.11.54	COG1791	Acireductone dioxygenase
BEPCNDDL_00095	CDS	1029	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
BEPCNDDL_00096	CDS	1200	mtnK	2.7.1.100	COG4857	Methylthioribose kinase
BEPCNDDL_00097	CDS	153	hokC			Toxic protein HokC
BEPCNDDL_00098	CDS	2457	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
BEPCNDDL_00099	CDS	582	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
BEPCNDDL_00100	CDS	807	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
BEPCNDDL_00101	CDS	771				hypothetical protein
BEPCNDDL_00102	CDS	1350	nqrA	7.2.1.1	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
BEPCNDDL_00103	CDS	1242	nqrB	7.2.1.1	COG1805	Na(+)-translocating NADH-quinone reductase subunit B
BEPCNDDL_00104	CDS	795	nqrC	7.2.1.1	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
BEPCNDDL_00105	CDS	630	nqrD	7.2.1.1	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
BEPCNDDL_00106	CDS	597	nqrE	7.2.1.1	COG2209	Na(+)-translocating NADH-quinone reductase subunit E
BEPCNDDL_00107	CDS	1224	nqrF	7.2.1.1	COG2871	Na(+)-translocating NADH-quinone reductase subunit F
BEPCNDDL_00108	CDS	1032	apbE_1	2.7.1.180	COG1477	FAD:protein FMN transferase
BEPCNDDL_00109	CDS	228				hypothetical protein
BEPCNDDL_00110	CDS	885			COG0584	putative protein
BEPCNDDL_00111	CDS	1062	dinB	2.7.7.7	COG0389	DNA polymerase IV
BEPCNDDL_00112	CDS	1461	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
BEPCNDDL_00113	CDS	459	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
BEPCNDDL_00114	CDS	1248				hypothetical protein
BEPCNDDL_00115	CDS	402	crl			Sigma factor-binding protein Crl
BEPCNDDL_00116	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
BEPCNDDL_00117	CDS	1254	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
BEPCNDDL_00118	CDS	525	yodB_1		COG3038	Cytochrome b561 
BEPCNDDL_00119	CDS	1599	dppA_1		COG0747	Periplasmic dipeptide transport protein
BEPCNDDL_00120	CDS	255	bhsA_1			Multiple stress resistance protein BhsA
BEPCNDDL_00121	CDS	1347	dhbF		COG1020	Dimodular nonribosomal peptide synthase
BEPCNDDL_00122	CDS	3096	tycC_1			Tyrocidine synthase 3
BEPCNDDL_00123	CDS	1602				hypothetical protein
BEPCNDDL_00124	CDS	2124				hypothetical protein
BEPCNDDL_00125	CDS	2937				hypothetical protein
BEPCNDDL_00126	CDS	1233	yncE_1		COG3391	putative protein YncE
BEPCNDDL_00127	CDS	132				hypothetical protein
BEPCNDDL_00128	CDS	642	dsbA_1		COG0526	Thiol:disulfide interchange protein DsbA
BEPCNDDL_00129	CDS	915	feaR		COG2207	Transcriptional activator FeaR
BEPCNDDL_00130	CDS	1500	feaB_1	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
BEPCNDDL_00131	CDS	639	leuE_1		COG1280	Leucine efflux protein
BEPCNDDL_00132	CDS	861	tehB	2.1.1.-		putative S-adenosyl-L-methionine-dependent methyltransferase TehB
BEPCNDDL_00133	CDS	1347				hypothetical protein
BEPCNDDL_00134	CDS	1677	ipdC_1	4.1.1.74	COG3961	Indole-3-pyruvate decarboxylase
BEPCNDDL_00135	CDS	591	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
BEPCNDDL_00136	CDS	486				hypothetical protein
BEPCNDDL_00137	CDS	264				hypothetical protein
BEPCNDDL_00138	CDS	618				hypothetical protein
BEPCNDDL_00139	CDS	690				hypothetical protein
BEPCNDDL_00140	CDS	768	glpR_1		COG1349	Glycerol-3-phosphate regulon repressor
BEPCNDDL_00141	CDS	384				hypothetical protein
BEPCNDDL_00142	CDS	909	dmlR_2			HTH-type transcriptional regulator DmlR
BEPCNDDL_00143	CDS	882				hypothetical protein
BEPCNDDL_00144	CDS	627	ycaC_1	4.-.-.-	COG1335	putative hydrolase YcaC
BEPCNDDL_00145	CDS	333				hypothetical protein
BEPCNDDL_00146	CDS	453				hypothetical protein
BEPCNDDL_00147	CDS	264				hypothetical protein
BEPCNDDL_00148	CDS	552		2.3.1.-	COG1670	Acetyltransferase
BEPCNDDL_00149	CDS	753				hypothetical protein
BEPCNDDL_00150	CDS	786				hypothetical protein
BEPCNDDL_00151	CDS	771	ycgJ	2.1.1.-		putative methyltransferase YcgJ
BEPCNDDL_00152	CDS	696	aqpZ		COG0580	Aquaporin Z
BEPCNDDL_00153	CDS	1365				hypothetical protein
BEPCNDDL_00154	CDS	1176				hypothetical protein
BEPCNDDL_00155	CDS	285				hypothetical protein
BEPCNDDL_00156	CDS	558	olsG	2.1.1.344		Ornithine lipid N-methyltransferase
BEPCNDDL_00157	CDS	465				hypothetical protein
BEPCNDDL_00158	CDS	1116			COG0614	putative protein
BEPCNDDL_00159	CDS	2130	cntO_1			Metal-pseudopaline receptor CntO
BEPCNDDL_00160	CDS	519				hypothetical protein
BEPCNDDL_00161	CDS	525	aroL	2.7.1.71		Shikimate kinase 2
BEPCNDDL_00162	CDS	1047	yajO_1	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
BEPCNDDL_00163	CDS	588				hypothetical protein
BEPCNDDL_00164	CDS	759	nimR_1			HTH-type transcriptional regulator NimR
BEPCNDDL_00165	CDS	405				hypothetical protein
BEPCNDDL_00166	CDS	201	yaiA			putative protein YaiA
BEPCNDDL_00167	CDS	774	kdgR_1		COG1414	Transcriptional regulator KdgR
BEPCNDDL_00168	CDS	1566				hypothetical protein
BEPCNDDL_00169	CDS	930				hypothetical protein
BEPCNDDL_00170	CDS	678				hypothetical protein
BEPCNDDL_00171	CDS	291	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
BEPCNDDL_00172	CDS	912	rdgC		COG2974	Recombination-associated protein RdgC
BEPCNDDL_00173	CDS	2613	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
BEPCNDDL_00174	CDS	1521	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
BEPCNDDL_00175	CDS	990	rbsC_1		COG1172	Ribose import permease protein RbsC
BEPCNDDL_00176	CDS	942	rbsB_1		COG1879	Ribose import binding protein RbsB
BEPCNDDL_00177	CDS	687				hypothetical protein
BEPCNDDL_00178	CDS	861	fbaA_1	4.1.2.13	COG0191	putative fructose-bisphosphate aldolase
BEPCNDDL_00179	CDS	1014	ydjH_1	2.7.1.-	COG0524	putative sugar kinase YdjH
BEPCNDDL_00180	CDS	741	ompR_1			Transcriptional regulatory protein OmpR
BEPCNDDL_00181	CDS	909	mak	2.7.1.4	COG1940	Fructokinase
BEPCNDDL_00182	CDS	843	licT_1		COG3711	Transcription antiterminator LicT
BEPCNDDL_00183	CDS	3252	sbcC		COG0419	Nuclease SbcCD subunit C
BEPCNDDL_00184	CDS	1233	sbcD		COG0420	Nuclease SbcCD subunit D
BEPCNDDL_00185	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
BEPCNDDL_00186	CDS	1317	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
BEPCNDDL_00187	CDS	939	pstS_1		COG0226	Phosphate-binding protein PstS
BEPCNDDL_00188	CDS	1107				hypothetical protein
BEPCNDDL_00189	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
BEPCNDDL_00190	CDS	1407	proY_1		COG1113	Proline-specific permease ProY
BEPCNDDL_00191	CDS	270				hypothetical protein
BEPCNDDL_00192	CDS	1266	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
BEPCNDDL_00193	CDS	1824	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
BEPCNDDL_00194	CDS	1764	ggt_1	3.4.19.13		Glutathione hydrolase proenzyme
BEPCNDDL_00195	CDS	603	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
BEPCNDDL_00196	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
BEPCNDDL_00197	CDS	1071	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
BEPCNDDL_00198	CDS	1125	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
BEPCNDDL_00199	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
BEPCNDDL_00200	CDS	1815	secD		COG0342	Protein translocase subunit SecD
BEPCNDDL_00201	CDS	969	secF		COG0341	Protein translocase subunit SecF
BEPCNDDL_00202	CDS	600	ttrR		COG4566	Tetrathionate response regulatory protein TtrR
BEPCNDDL_00203	CDS	1755	ttrS	2.7.13.3	COG0642	Tetrathionate sensor histidine kinase TtrS
BEPCNDDL_00204	CDS	735	ttrB		COG0437	Tetrathionate reductase subunit B
BEPCNDDL_00205	CDS	1059	ttrC			Tetrathionate reductase subunit C
BEPCNDDL_00206	CDS	3084	ttrA	1.8.-.-	COG0243	Tetrathionate reductase subunit A
BEPCNDDL_00207	CDS	555	yajI			putative lipoprotein YajI
BEPCNDDL_00208	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
BEPCNDDL_00209	CDS	1110	ribD		COG0117	Riboflavin biosynthesis protein RibD
BEPCNDDL_00210	CDS	471	ribE	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
BEPCNDDL_00211	CDS	417	nusB		COG0781	Transcription antitermination protein NusB
BEPCNDDL_00212	CDS	984	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
BEPCNDDL_00213	CDS	495	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
BEPCNDDL_00214	CDS	975	yajO_2	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
BEPCNDDL_00215	CDS	1866	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
BEPCNDDL_00216	CDS	921	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
BEPCNDDL_00217	CDS	264	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
BEPCNDDL_00218	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
BEPCNDDL_00219	CDS	591	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
BEPCNDDL_00220	CDS	912	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
BEPCNDDL_00221	CDS	492				hypothetical protein
BEPCNDDL_00222	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
BEPCNDDL_00223	CDS	891	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
BEPCNDDL_00224	CDS	339	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
BEPCNDDL_00225	CDS	618	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
BEPCNDDL_00226	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
BEPCNDDL_00227	CDS	948	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
BEPCNDDL_00228	CDS	1479	ampG		COG0477	Anhydromuropeptide permease
BEPCNDDL_00229	CDS	579				hypothetical protein
BEPCNDDL_00230	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
BEPCNDDL_00231	CDS	1305	tig	5.2.1.8	COG0544	Trigger factor
BEPCNDDL_00232	CDS	624	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
BEPCNDDL_00233	CDS	1272	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
BEPCNDDL_00234	CDS	2355	lon_1	3.4.21.53	COG0466	Lon protease
BEPCNDDL_00235	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
BEPCNDDL_00236	CDS	1884	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
BEPCNDDL_00237	CDS	390			COG1555	putative protein
BEPCNDDL_00238	CDS	414	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
BEPCNDDL_00239	CDS	699	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
BEPCNDDL_00240	CDS	1749	sgrR_1		COG4533	HTH-type transcriptional regulator SgrR
BEPCNDDL_00241	CDS	825	cof	3.6.1.-	COG0561	HMP-PP phosphatase
BEPCNDDL_00242	CDS	1041	sbnA	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
BEPCNDDL_00243	CDS	462	decR_1		COG1522	DNA-binding transcriptional activator DecR
BEPCNDDL_00244	CDS	1776	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
BEPCNDDL_00245	CDS	1779	mdlB	7.6.2.2	COG1132	Multidrug resistance-like ATP-binding protein MdlB
BEPCNDDL_00246	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
BEPCNDDL_00247	CDS	1287	amtB			Ammonia channel
BEPCNDDL_00248	CDS	687	yiiM_1		COG2258	Protein YiiM
BEPCNDDL_00249	CDS	849	psd_1	4.1.1.65		Phosphatidylserine decarboxylase proenzyme
BEPCNDDL_00250	CDS	600				hypothetical protein
BEPCNDDL_00251	CDS	864	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
BEPCNDDL_00252	CDS	492	ybaY		COG3126	putative lipoprotein YbaY
BEPCNDDL_00253	CDS	315	atl		COG3695	DNA base-flipping protein
BEPCNDDL_00254	CDS	1344	adeQ		COG2252	Adenine permease AdeQ
BEPCNDDL_00255	CDS	1788	ade2	3.5.4.2	COG1001	Adenine deaminase 2
BEPCNDDL_00256	CDS	933	oxyR_1			Hydrogen peroxide-inducible genes activator
BEPCNDDL_00257	CDS	204	ymoA			Modulating protein YmoA
BEPCNDDL_00258	CDS	369	tomB			Hha toxicity modulator TomB
BEPCNDDL_00259	CDS	354				hypothetical protein
BEPCNDDL_00260	CDS	723	scaC	7.2.2.5	COG1121	Manganese import ATP-binding protein ScaC
BEPCNDDL_00261	CDS	855	mntB_1			Manganese transport system membrane protein MntB
BEPCNDDL_00262	CDS	879	mntA		COG0803	Manganese-binding lipoprotein MntA
BEPCNDDL_00263	CDS	141	ykgO		COG0257	50S ribosomal protein L36 2
BEPCNDDL_00264	CDS	255	rpmE2		COG0254	50S ribosomal protein L31 type B
BEPCNDDL_00265	CDS	246				hypothetical protein
BEPCNDDL_00266	CDS	399				IS3 family transposase ISVisp4
BEPCNDDL_00267	CDS	3147	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
BEPCNDDL_00268	CDS	1188	acrA			Multidrug efflux pump subunit AcrA
BEPCNDDL_00269	CDS	690	acrR		COG1309	HTH-type transcriptional regulator AcrR
BEPCNDDL_00270	CDS	354	ychN		COG1553	Protein YchN
BEPCNDDL_00271	CDS	3396	mscK		COG3264	Mechanosensitive channel MscK
BEPCNDDL_00272	CDS	180				hypothetical protein
BEPCNDDL_00273	CDS	537	priC		COG3923	Primosomal replication protein N''
BEPCNDDL_00274	CDS	381	ybaN		COG2832	Inner membrane protein YbaN
BEPCNDDL_00275	CDS	552	apt	2.4.2.7		Adenine phosphoribosyltransferase
BEPCNDDL_00276	CDS	1941	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
BEPCNDDL_00277	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
BEPCNDDL_00278	CDS	606	recR		COG0353	Recombination protein RecR
BEPCNDDL_00279	CDS	1872	htpG		COG0326	Chaperone protein HtpG
BEPCNDDL_00280	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
BEPCNDDL_00281	CDS	1134	cdaR		COG3835	Carbohydrate diacid regulator
BEPCNDDL_00282	CDS	1266				hypothetical protein
BEPCNDDL_00283	CDS	1149	garK	2.7.1.165	COG1929	Glycerate 2-kinase
BEPCNDDL_00284	CDS	963	hemH	4.99.1.1	COG0276	Ferrochelatase
BEPCNDDL_00285	CDS	1305	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
BEPCNDDL_00286	CDS	1692	ybaL		COG1226	Putative cation/proton antiporter YbaL
BEPCNDDL_00287	CDS	1296	fsr			Fosmidomycin resistance protein
BEPCNDDL_00288	CDS	1653	ushA		COG0737	Protein UshA
BEPCNDDL_00289	CDS	717	mddA2	2.1.1.334	COG2020	Methanethiol S-methyltransferase 2
BEPCNDDL_00290	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
BEPCNDDL_00291	CDS	804				hypothetical protein
BEPCNDDL_00292	CDS	2721	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
BEPCNDDL_00293	CDS	402	cueR		COG0789	HTH-type transcriptional regulator CueR
BEPCNDDL_00294	CDS	462	ybbJ		COG1585	Inner membrane protein YbbJ
BEPCNDDL_00295	CDS	906	qmcA		COG0330	Protein QmcA
BEPCNDDL_00296	CDS	1152	cfa_1	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
BEPCNDDL_00297	CDS	855	cnoX		COG3118	Chaperedoxin
BEPCNDDL_00298	CDS	777	phaB_1	1.1.1.36		Acetoacetyl-CoA reductase
BEPCNDDL_00299	CDS	597	tesA_1	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
BEPCNDDL_00300	CDS	687	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
BEPCNDDL_00301	CDS	2433				hypothetical protein
BEPCNDDL_00302	CDS	1407	galP_1			Galactose-proton symporter
BEPCNDDL_00303	CDS	1017	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
BEPCNDDL_00304	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
BEPCNDDL_00305	CDS	525	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
BEPCNDDL_00306	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
BEPCNDDL_00307	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
BEPCNDDL_00308	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
BEPCNDDL_00309	CDS	213	ybcJ		COG2501	putative protein YbcJ
BEPCNDDL_00310	CDS	867	folD		COG0190	Bifunctional protein FolD protein
BEPCNDDL_00311	CDS	210				hypothetical protein
BEPCNDDL_00312	CDS	297				hypothetical protein
BEPCNDDL_00313	tRNA	77				tRNA-Arg(tct)
BEPCNDDL_00314	CDS	1164	xerC_1			Tyrosine recombinase XerC
BEPCNDDL_00315	CDS	663				hypothetical protein
BEPCNDDL_00316	CDS	183				hypothetical protein
BEPCNDDL_00317	CDS	381				hypothetical protein
BEPCNDDL_00318	CDS	186				hypothetical protein
BEPCNDDL_00319	CDS	258				hypothetical protein
BEPCNDDL_00320	CDS	141				hypothetical protein
BEPCNDDL_00321	CDS	537				hypothetical protein
BEPCNDDL_00322	CDS	435	bltD	2.3.1.57	COG0454	Spermine/spermidine acetyltransferase
BEPCNDDL_00323	CDS	546				hypothetical protein
BEPCNDDL_00324	CDS	789				hypothetical protein
BEPCNDDL_00325	CDS	90				hypothetical protein
BEPCNDDL_00326	CDS	237				hypothetical protein
BEPCNDDL_00327	CDS	144				hypothetical protein
BEPCNDDL_00328	CDS	213				hypothetical protein
BEPCNDDL_00329	CDS	273				hypothetical protein
BEPCNDDL_00330	CDS	267				IS3 family transposase ISBcen15
BEPCNDDL_00331	CDS	642				IS3 family transposase ISRso16
BEPCNDDL_00332	CDS	102				hypothetical protein
BEPCNDDL_00333	CDS	159				hypothetical protein
