locus_tag	ftype	length_bp	gene	EC_number	COG	product
EBPMBNNM_00098	CDS	966	ansA	3.5.1.1	COG0252	putative L-asparaginase
EBPMBNNM_00099	CDS	618				hypothetical protein
EBPMBNNM_00100	CDS	690	cbbY	3.1.3.-	COG0637	Protein CbbY
EBPMBNNM_00101	CDS	936				hypothetical protein
EBPMBNNM_00102	CDS	678		1.-.-.-		putative oxidoreductase
EBPMBNNM_00103	CDS	1467	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
EBPMBNNM_00104	CDS	384	ziaR_1			Transcriptional repressor SmtB 
EBPMBNNM_00105	CDS	624	dck	2.7.1.74	COG1428	Deoxyadenosine/deoxycytidine kinase
EBPMBNNM_00106	CDS	618	dgk	2.7.1.113	COG1428	Deoxyguanosine kinase
EBPMBNNM_00107	CDS	1104	hhoB			Putative serine protease HhoB
EBPMBNNM_00108	CDS	210				hypothetical protein
EBPMBNNM_00109	CDS	1839				hypothetical protein
EBPMBNNM_00110	CDS	693	ntcA			Global nitrogen regulator
EBPMBNNM_00111	CDS	651				hypothetical protein
EBPMBNNM_00112	CDS	462				hypothetical protein
EBPMBNNM_00113	CDS	717	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
EBPMBNNM_00114	CDS	354	nudC	3.6.1.22		NADH pyrophosphatase
EBPMBNNM_00115	CDS	1482	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EBPMBNNM_00116	CDS	897				hypothetical protein
EBPMBNNM_00117	CDS	306				hypothetical protein
EBPMBNNM_00118	CDS	678				hypothetical protein
EBPMBNNM_00119	CDS	477				hypothetical protein
EBPMBNNM_00120	CDS	285				hypothetical protein
EBPMBNNM_00121	CDS	627	kstR2_1			HTH-type transcriptional repressor KstR2
EBPMBNNM_00122	CDS	1092	hisC2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase 2
EBPMBNNM_00123	CDS	300				hypothetical protein
EBPMBNNM_00124	CDS	1140	chrA1			Chromate transport protein
EBPMBNNM_00125	CDS	1095				hypothetical protein
EBPMBNNM_00126	CDS	456	bcp_1	1.11.1.15	COG1225	Putative peroxiredoxin bcp
EBPMBNNM_00127	CDS	435				hypothetical protein
EBPMBNNM_00128	CDS	888	hmuT_1		COG4558	Hemin-binding periplasmic protein HmuT
EBPMBNNM_00129	CDS	1071	btuC			Vitamin B12 import system permease protein BtuC
EBPMBNNM_00130	CDS	834	hmuV_2	3.6.3.-		Hemin import ATP-binding protein HmuV
EBPMBNNM_00131	CDS	801	viuB		COG2375	Vibriobactin utilization protein ViuB
EBPMBNNM_00132	CDS	645	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
EBPMBNNM_00133	CDS	975	walK	2.7.13.3		Sensor histidine kinase WalK
EBPMBNNM_00134	CDS	690	regX3_1		COG0745	Sensory transduction protein regX3
EBPMBNNM_00135	CDS	387	rsfS		COG0799	Ribosomal silencing factor RsfS
EBPMBNNM_00136	CDS	1281	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
EBPMBNNM_00137	CDS	615				hypothetical protein
EBPMBNNM_00138	CDS	984				hypothetical protein
EBPMBNNM_00139	CDS	837	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
EBPMBNNM_00140	CDS	681				hypothetical protein
EBPMBNNM_00141	CDS	726				hypothetical protein
EBPMBNNM_00142	CDS	561	pyrE_1	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
EBPMBNNM_00143	CDS	1278	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
EBPMBNNM_00144	CDS	2871	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
EBPMBNNM_00145	CDS	930				hypothetical protein
EBPMBNNM_00146	CDS	276				hypothetical protein
EBPMBNNM_00147	CDS	1224	yjiB	1.14.-.-	COG2124	Putative cytochrome P450 YjiB
EBPMBNNM_00148	CDS	900	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
EBPMBNNM_00149	CDS	744	echA8	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
EBPMBNNM_00150	CDS	834	fadH	1.3.1.34	COG1028	putative 2,4-dienoyl-CoA reductase
EBPMBNNM_00151	CDS	1395				hypothetical protein
EBPMBNNM_00152	CDS	1242	xseA	3.1.11.6		Exodeoxyribonuclease 7 large subunit
EBPMBNNM_00153	CDS	381	crcB_1			Putative fluoride ion transporter CrcB
EBPMBNNM_00154	CDS	915	corA_1		COG0598	Cobalt/magnesium transport protein CorA
EBPMBNNM_00155	CDS	831	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
EBPMBNNM_00156	CDS	636				hypothetical protein
EBPMBNNM_00157	CDS	894	lptA			Lipopolysaccharide export system protein LptA
EBPMBNNM_00158	CDS	990				hypothetical protein
EBPMBNNM_00159	CDS	534				hypothetical protein
EBPMBNNM_00160	CDS	1458		3.1.-.-	COG1236	Ribonuclease
EBPMBNNM_00161	CDS	567				hypothetical protein
EBPMBNNM_00162	CDS	498				hypothetical protein
EBPMBNNM_00163	CDS	879	sseB	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseB
EBPMBNNM_00164	CDS	855		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
EBPMBNNM_00165	CDS	1689	rny	3.1.-.-	COG1418	Ribonuclease Y
EBPMBNNM_00166	CDS	441	rplI		COG0359	50S ribosomal protein L9
EBPMBNNM_00167	CDS	276	rpsR		COG0238	30S ribosomal protein S18
EBPMBNNM_00168	CDS	906	ssb_1		COG0629	Single-stranded DNA-binding protein
EBPMBNNM_00169	CDS	309	rpsF		COG0360	30S ribosomal protein S6
EBPMBNNM_00170	CDS	195				hypothetical protein
EBPMBNNM_00171	CDS	1089	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
EBPMBNNM_00172	CDS	1143	prfB		COG1186	Peptide chain release factor RF2
EBPMBNNM_00173	rRNA	1506				16S ribosomal RNA
EBPMBNNM_00174	CDS	444				hypothetical protein
EBPMBNNM_00175	CDS	750				hypothetical protein
EBPMBNNM_00176	CDS	933	osmV	3.6.3.-	COG1125	Osmoprotectant import ATP-binding protein OsmV
EBPMBNNM_00177	CDS	1119	yehY		COG1174	Glycine betaine uptake system permease protein YehY
EBPMBNNM_00178	CDS	903	yehZ		COG1732	Glycine betaine-binding protein YehZ
EBPMBNNM_00179	CDS	351	ihfA_1			Integration host factor subunit alpha
EBPMBNNM_00180	CDS	741	moeZ		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
EBPMBNNM_00181	CDS	576	plsY_1	2.3.1.275		Glycerol-3-phosphate acyltransferase
EBPMBNNM_00182	CDS	2109				hypothetical protein
EBPMBNNM_00183	CDS	1740				hypothetical protein
EBPMBNNM_00184	CDS	873	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
EBPMBNNM_00185	CDS	684	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
EBPMBNNM_00186	CDS	561	ecdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
EBPMBNNM_00187	CDS	603	desR_1		COG2197	Transcriptional regulatory protein DesR
EBPMBNNM_00188	CDS	1173				hypothetical protein
EBPMBNNM_00189	CDS	798				hypothetical protein
EBPMBNNM_00190	CDS	540				hypothetical protein
EBPMBNNM_00191	CDS	900	drrA	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
EBPMBNNM_00192	CDS	606				hypothetical protein
EBPMBNNM_00193	CDS	762				hypothetical protein
EBPMBNNM_00194	tRNA	76				tRNA-Asp(gtc)
EBPMBNNM_00195	tRNA	76				tRNA-Phe(gaa)
EBPMBNNM_00196	CDS	705	xynR_1		COG1414	HTH-type transcriptional regulator XynR
EBPMBNNM_00197	CDS	204				hypothetical protein
EBPMBNNM_00198	CDS	1038	glmU_1	2.7.7.23		Bifunctional protein GlmU
EBPMBNNM_00199	CDS	918	dhmA	3.8.1.5		Haloalkane dehalogenase
EBPMBNNM_00200	CDS	306				hypothetical protein
EBPMBNNM_00201	CDS	669	phoP_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
EBPMBNNM_00202	CDS	489	nphA2	1.5.1.36		NADH-dependent flavin reductase
EBPMBNNM_00203	CDS	270				hypothetical protein
EBPMBNNM_00204	CDS	969	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
EBPMBNNM_00205	CDS	468	menI	3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
EBPMBNNM_00206	CDS	972				hypothetical protein
EBPMBNNM_00207	CDS	1905				hypothetical protein
EBPMBNNM_00208	CDS	615	udk_1	2.7.1.48	COG0572	Uridine kinase
EBPMBNNM_00209	CDS	1035	ldh	1.4.1.9		Leucine dehydrogenase
EBPMBNNM_00210	CDS	1338				hypothetical protein
EBPMBNNM_00211	CDS	1215	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
EBPMBNNM_00212	CDS	609	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
EBPMBNNM_00213	CDS	423	sufU	2.-.-.-	COG0822	Zinc-dependent sulfurtransferase SufU
EBPMBNNM_00214	CDS	1194		3.5.1.47		N-acetyldiaminopimelate deacetylase
EBPMBNNM_00215	CDS	222				hypothetical protein
EBPMBNNM_00216	CDS	1206	puuB	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
EBPMBNNM_00217	CDS	1245				hypothetical protein
EBPMBNNM_00218	CDS	867				hypothetical protein
EBPMBNNM_00219	CDS	465				hypothetical protein
EBPMBNNM_00220	CDS	564				hypothetical protein
EBPMBNNM_00221	CDS	900	czcD			Metal cation efflux system protein CzcD
EBPMBNNM_00222	CDS	738				hypothetical protein
EBPMBNNM_00223	CDS	822	pphB	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 2
EBPMBNNM_00224	CDS	315				hypothetical protein
EBPMBNNM_00225	CDS	891				hypothetical protein
EBPMBNNM_00226	CDS	1116				hypothetical protein
EBPMBNNM_00227	CDS	1239	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
EBPMBNNM_00228	CDS	1500	nhaP2		COG3263	K(+)/H(+) antiporter NhaP2
EBPMBNNM_00229	CDS	1020	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
EBPMBNNM_00230	CDS	2460	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
EBPMBNNM_00231	CDS	1275	oah2	2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase 2
EBPMBNNM_00232	CDS	606				hypothetical protein
EBPMBNNM_00233	CDS	681				hypothetical protein
EBPMBNNM_00234	CDS	1071				Bifunctional NMN adenylyltransferase/Nudix hydrolase
EBPMBNNM_00235	CDS	1047				hypothetical protein
EBPMBNNM_00236	CDS	378	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
EBPMBNNM_00237	CDS	792				hypothetical protein
	repeat_region	821				
EBPMBNNM_00238	CDS	294		3.1.-.-	COG1343	CRISPR-associated endoribonuclease Cas2 3
EBPMBNNM_00239	CDS	1029	cas1	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
EBPMBNNM_00240	CDS	636				hypothetical protein
EBPMBNNM_00241	CDS	978				hypothetical protein
EBPMBNNM_00242	CDS	1986				hypothetical protein
EBPMBNNM_00243	CDS	756	cas5d	3.1.-.-		CRISPR pre-crRNA endoribonuclease Cas5d
EBPMBNNM_00244	CDS	2271				hypothetical protein
EBPMBNNM_00245	tRNA	77				tRNA-Pro(ggg)
EBPMBNNM_00246	CDS	1251		3.4.11.-		Aminopeptidase 2
EBPMBNNM_00247	CDS	414	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
EBPMBNNM_00248	CDS	909	glkA	2.7.1.2		Glucokinase
EBPMBNNM_00249	CDS	288				hypothetical protein
EBPMBNNM_00250	CDS	492				hypothetical protein
EBPMBNNM_00251	CDS	396				hypothetical protein
EBPMBNNM_00252	CDS	321	cutA		COG1324	Divalent-cation tolerance protein CutA
EBPMBNNM_00253	tRNA	76				tRNA-Trp(cca)
EBPMBNNM_00254	CDS	222				hypothetical protein
EBPMBNNM_00255	CDS	663	pdg			Ultraviolet N-glycosylase/AP lyase
EBPMBNNM_00256	CDS	1242				hypothetical protein
EBPMBNNM_00257	CDS	717				hypothetical protein
EBPMBNNM_00258	CDS	3033				hypothetical protein
EBPMBNNM_00259	CDS	300	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
EBPMBNNM_00260	CDS	1251	nhaP		COG0025	Na(+)/H(+) antiporter NhaP
EBPMBNNM_00261	CDS	1815				hypothetical protein
EBPMBNNM_00262	CDS	3969	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
EBPMBNNM_00263	CDS	1080	pilT_1		COG2805	Twitching mobility protein
EBPMBNNM_00264	CDS	603				hypothetical protein
EBPMBNNM_00265	CDS	921				hypothetical protein
EBPMBNNM_00266	CDS	462	sttH	3.5.2.19		Streptothricin hydrolase
EBPMBNNM_00267	CDS	786	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
EBPMBNNM_00268	CDS	768	rl5	1.10.3.-		Polyphenol oxidase
EBPMBNNM_00269	CDS	501				hypothetical protein
EBPMBNNM_00270	CDS	2676				hypothetical protein
EBPMBNNM_00271	CDS	1212	pilT_2		COG2805	Twitching mobility protein
EBPMBNNM_00272	CDS	1374				hypothetical protein
EBPMBNNM_00273	CDS	318				hypothetical protein
EBPMBNNM_00274	CDS	936				IS66 family transposase ISDge4
EBPMBNNM_00275	CDS	426				hypothetical protein
EBPMBNNM_00276	CDS	1128	nos	1.14.14.47	COG4362	Nitric oxide synthase oxygenase
EBPMBNNM_00277	CDS	2370	quiP	3.5.1.97	COG2366	Acyl-homoserine lactone acylase QuiP
EBPMBNNM_00278	CDS	930				hypothetical protein
EBPMBNNM_00279	CDS	2526	priA	3.6.4.-		primosomal protein N'
EBPMBNNM_00280	CDS	735				hypothetical protein
EBPMBNNM_00281	CDS	783				hypothetical protein
EBPMBNNM_00282	CDS	1392				hypothetical protein
EBPMBNNM_00283	CDS	426				hypothetical protein
EBPMBNNM_00284	CDS	1086	argE	3.5.1.16		Acetylornithine deacetylase
EBPMBNNM_00285	CDS	1344				hypothetical protein
EBPMBNNM_00286	CDS	393				hypothetical protein
EBPMBNNM_00287	CDS	2211				hypothetical protein
EBPMBNNM_00288	CDS	843	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
EBPMBNNM_00289	CDS	669	dps1	1.16.-.-	COG0783	DNA protection during starvation protein 1
EBPMBNNM_00290	CDS	492				hypothetical protein
EBPMBNNM_00291	CDS	606	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
EBPMBNNM_00292	CDS	441				hypothetical protein
EBPMBNNM_00293	CDS	537	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
EBPMBNNM_00294	CDS	555	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
EBPMBNNM_00295	CDS	1227	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
EBPMBNNM_00296	CDS	483				hypothetical protein
EBPMBNNM_00297	CDS	492				hypothetical protein
EBPMBNNM_00298	CDS	249				hypothetical protein
EBPMBNNM_00299	CDS	276				hypothetical protein
EBPMBNNM_00300	CDS	900	rocF	3.5.3.1		Arginase
EBPMBNNM_00301	CDS	639				hypothetical protein
EBPMBNNM_00302	CDS	441				hypothetical protein
EBPMBNNM_00303	CDS	537	ddrB_1			Single-stranded DNA-binding protein DdrB
EBPMBNNM_00304	CDS	1128				hypothetical protein
EBPMBNNM_00305	CDS	372	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
EBPMBNNM_00306	CDS	1074				hypothetical protein
EBPMBNNM_00307	CDS	750	sir2	2.3.1.286	COG0846	NAD-dependent protein deacylase Sir2
EBPMBNNM_00308	CDS	1152	ribD		COG0117	Riboflavin biosynthesis protein RibD
EBPMBNNM_00309	CDS	645	ribE	2.5.1.9		Riboflavin synthase
EBPMBNNM_00310	CDS	1212	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
EBPMBNNM_00311	CDS	465	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
EBPMBNNM_00312	CDS	1491				hypothetical protein
EBPMBNNM_00313	CDS	396	mscL		COG1970	Large-conductance mechanosensitive channel
EBPMBNNM_00314	CDS	1215			COG4867	putative protein
EBPMBNNM_00315	CDS	408				hypothetical protein
EBPMBNNM_00316	CDS	1092				IS701 family transposase ISDge5
EBPMBNNM_00317	CDS	135				hypothetical protein
EBPMBNNM_00318	CDS	2289				hypothetical protein
EBPMBNNM_00319	CDS	2775				hypothetical protein
EBPMBNNM_00320	CDS	3171				hypothetical protein
EBPMBNNM_00321	CDS	2328				hypothetical protein
EBPMBNNM_00322	CDS	954				hypothetical protein
EBPMBNNM_00323	CDS	483				hypothetical protein
EBPMBNNM_00324	CDS	645	degU_1		COG2197	Transcriptional regulatory protein DegU
EBPMBNNM_00325	CDS	318				hypothetical protein
EBPMBNNM_00326	CDS	843				hypothetical protein
EBPMBNNM_00327	CDS	858	petJ_1			Cytochrome c6
EBPMBNNM_00328	CDS	663	petC	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
EBPMBNNM_00329	CDS	1314	qcrB	7.1.1.8	COG1290	Cytochrome bc1 complex cytochrome b subunit
EBPMBNNM_00330	CDS	198				hypothetical protein
EBPMBNNM_00331	CDS	951	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase ManA
EBPMBNNM_00332	CDS	249				hypothetical protein
EBPMBNNM_00333	CDS	423	erpA			Iron-sulfur cluster insertion protein ErpA
EBPMBNNM_00334	CDS	1761	appA			Oligopeptide-binding protein AppA
EBPMBNNM_00335	CDS	996	dppB_1		COG0601	Dipeptide transport system permease protein DppB
EBPMBNNM_00336	CDS	942	oppC_1		COG1173	Oligopeptide transport system permease protein OppC
EBPMBNNM_00337	CDS	507	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
EBPMBNNM_00338	CDS	651				hypothetical protein
EBPMBNNM_00339	CDS	822				hypothetical protein
EBPMBNNM_00340	rRNA	2883				23S ribosomal RNA
EBPMBNNM_00341	tRNA	76				tRNA-Gly(gcc)
EBPMBNNM_00342	CDS	1083	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
EBPMBNNM_00343	CDS	2841				hypothetical protein
EBPMBNNM_00344	CDS	942	ppaC	3.6.1.1	COG1227	putative manganese-dependent inorganic pyrophosphatase
EBPMBNNM_00345	CDS	1245	fpgS_2	6.3.2.17		Folylpolyglutamate synthase
EBPMBNNM_00346	CDS	1494		3.4.17.19	COG2317	Thermostable carboxypeptidase 1
EBPMBNNM_00347	CDS	252				hypothetical protein
EBPMBNNM_00348	CDS	390	ddrOC		COG1396	HTH-type transcriptional regulator DdrOC
EBPMBNNM_00349	CDS	1506				hypothetical protein
EBPMBNNM_00350	CDS	495	moaC2	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase 2
EBPMBNNM_00351	CDS	603				hypothetical protein
EBPMBNNM_00352	CDS	1059	glmU_2	2.7.7.23		Bifunctional protein GlmU
EBPMBNNM_00353	CDS	1080	rfbM	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase RfbM
EBPMBNNM_00354	CDS	1665				hypothetical protein
EBPMBNNM_00355	CDS	1443				hypothetical protein
EBPMBNNM_00356	CDS	1029				hypothetical protein
EBPMBNNM_00357	CDS	840				hypothetical protein
EBPMBNNM_00358	CDS	1203				hypothetical protein
