locus_tag	ftype	length_bp	gene	EC_number	COG	product
BOKMPFEI_00191	CDS	1095	cotH		COG5337	Inner spore coat protein H
BOKMPFEI_00192	CDS	618				hypothetical protein
BOKMPFEI_00193	CDS	906	yisK		COG0179	putative protein YisK
BOKMPFEI_00194	CDS	369				hypothetical protein
BOKMPFEI_00195	CDS	528				hypothetical protein
BOKMPFEI_00196	CDS	1845	asnO	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 3
BOKMPFEI_00197	CDS	1518	crtN	1.3.8.2		4,4'-diapophytoene desaturase (4,4'-diapolycopene-forming)
BOKMPFEI_00198	CDS	1476	crtNc	1.2.99.10		4,4'-diapolycopen-4-al dehydrogenase
BOKMPFEI_00199	CDS	840	yisP	2.5.1.-	COG1562	Putative phytoene/squalene synthase YisP
BOKMPFEI_00200	CDS	1377	yeeO		COG0534	putative FMN/FAD exporter YeeO
BOKMPFEI_00201	CDS	867	rhaS_1			HTH-type transcriptional activator RhaS
BOKMPFEI_00202	CDS	558	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
BOKMPFEI_00203	CDS	270				hypothetical protein
BOKMPFEI_00204	CDS	258				hypothetical protein
BOKMPFEI_00205	CDS	537				hypothetical protein
BOKMPFEI_00206	CDS	1347	dat_2	2.6.1.76	COG0160	Diaminobutyrate--2-oxoglutarate aminotransferase
BOKMPFEI_00207	CDS	1488	ddc	4.1.1.86	COG0076	L-2,4-diaminobutyrate decarboxylase
BOKMPFEI_00208	CDS	1782	iucA	6.3.2.38	COG4264	N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase
BOKMPFEI_00209	CDS	555	iucB	2.3.1.102		N(6)-hydroxylysine O-acetyltransferase
BOKMPFEI_00210	CDS	1350	iucD_2	1.14.13.59	COG3486	L-lysine N6-monooxygenase
BOKMPFEI_00211	CDS	1815	iucC	6.3.2.39	COG4264	Aerobactin synthase
BOKMPFEI_00212	CDS	801				hypothetical protein
BOKMPFEI_00213	CDS	3429	metH	2.1.1.13	COG0646	Methionine synthase
BOKMPFEI_00214	CDS	1842	yitJ		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
BOKMPFEI_00215	CDS	492				hypothetical protein
BOKMPFEI_00216	CDS	849	cvfB			Conserved virulence factor B
BOKMPFEI_00217	CDS	978				hypothetical protein
BOKMPFEI_00218	CDS	1650				hypothetical protein
BOKMPFEI_00219	CDS	852			COG1307	Fatty acid-binding protein
BOKMPFEI_00220	CDS	843				hypothetical protein
BOKMPFEI_00221	CDS	456				hypothetical protein
BOKMPFEI_00222	CDS	192				hypothetical protein
BOKMPFEI_00223	CDS	150				hypothetical protein
BOKMPFEI_00224	CDS	813	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
BOKMPFEI_00225	CDS	786				hypothetical protein
BOKMPFEI_00226	CDS	309	sufT			Fe-S protein maturation auxiliary factor SufT
BOKMPFEI_00227	CDS	1446	dprE1	1.1.98.3	COG0277	Decaprenylphosphoryl-beta-D-ribose oxidase
BOKMPFEI_00228	CDS	549	mdtG			Multidrug resistance protein MdtG
BOKMPFEI_00229	CDS	1044	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
BOKMPFEI_00230	CDS	1221	argJ			Arginine biosynthesis bifunctional protein ArgJ
BOKMPFEI_00231	CDS	777	argB	2.7.2.8	COG0548	Acetylglutamate kinase
BOKMPFEI_00232	CDS	1152	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
BOKMPFEI_00233	CDS	1062	carA_1	6.3.5.5		Carbamoyl-phosphate synthase arginine-specific small chain
BOKMPFEI_00234	CDS	3081	carB_1	6.3.5.5		Carbamoyl-phosphate synthase arginine-specific large chain
BOKMPFEI_00235	CDS	951	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
BOKMPFEI_00236	CDS	180				hypothetical protein
BOKMPFEI_00237	CDS	1266				hypothetical protein
BOKMPFEI_00238	CDS	195				hypothetical protein
BOKMPFEI_00239	CDS	741				hypothetical protein
BOKMPFEI_00240	CDS	576				hypothetical protein
BOKMPFEI_00241	CDS	963				Purine-binding protein
BOKMPFEI_00242	CDS	198				hypothetical protein
BOKMPFEI_00243	CDS	234				hypothetical protein
BOKMPFEI_00244	CDS	939	fabHA	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 1
BOKMPFEI_00245	CDS	1203	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
BOKMPFEI_00246	CDS	804				hypothetical protein
BOKMPFEI_00247	CDS	981	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
BOKMPFEI_00248	CDS	1023	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
BOKMPFEI_00249	CDS	1635	appA			Oligopeptide-binding protein AppA
BOKMPFEI_00250	CDS	951	gsiC		COG0601	Glutathione transport system permease protein GsiC
BOKMPFEI_00251	CDS	915	dppC_1		COG1173	Dipeptide transport system permease protein DppC
BOKMPFEI_00252	CDS	753				hypothetical protein
BOKMPFEI_00253	CDS	1281	entS_1			Enterobactin exporter EntS
BOKMPFEI_00254	CDS	753				hypothetical protein
BOKMPFEI_00255	CDS	996	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
BOKMPFEI_00256	CDS	1659	dppE_1		COG4166	Dipeptide-binding protein DppE
BOKMPFEI_00257	CDS	930	oppB		COG0601	Oligopeptide transport system permease protein OppB
BOKMPFEI_00258	CDS	1032	oppC		COG1173	Oligopeptide transport system permease protein OppC
BOKMPFEI_00259	CDS	1068	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
BOKMPFEI_00260	CDS	930	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
BOKMPFEI_00261	CDS	288				hypothetical protein
BOKMPFEI_00262	CDS	579	yjbC	2.3.1.-		Putative acetyltransferase YjbC
BOKMPFEI_00263	CDS	396	spxA		COG1393	Regulatory protein Spx
BOKMPFEI_00264	CDS	666				hypothetical protein
BOKMPFEI_00265	CDS	666	mecA		COG4862	Adapter protein MecA 1
BOKMPFEI_00266	CDS	1521	ywiE_1	2.7.8.-	COG1502	putative cardiolipin synthase YwiE
BOKMPFEI_00267	CDS	1161	coiA		COG4469	Competence protein CoiA
BOKMPFEI_00268	CDS	1992	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
BOKMPFEI_00269	CDS	174				hypothetical protein
BOKMPFEI_00270	CDS	912				hypothetical protein
BOKMPFEI_00271	CDS	399	yjbI		COG2346	Group 2 truncated hemoglobin YjbI
BOKMPFEI_00272	CDS	768	mltF_1	4.2.2.-		Membrane-bound lytic murein transglycosylase F
BOKMPFEI_00273	CDS	579	yjbK	3.6.1.-	COG4116	Putative triphosphatase YjbK
BOKMPFEI_00274	CDS	366				hypothetical protein
BOKMPFEI_00275	CDS	630	yjbM	2.7.6.5	COG2357	GTP pyrophosphokinase YjbM
BOKMPFEI_00276	CDS	801	ppnKA	2.7.1.23	COG0061	NAD kinase 1
BOKMPFEI_00277	CDS	903	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
BOKMPFEI_00278	CDS	744	prpE	3.6.1.17	COG0639	Bis(5'-nucleosyl)-tetraphosphatase PrpE [asymmetrical]
BOKMPFEI_00279	CDS	1842	kefB			Glutathione-regulated potassium-efflux system protein KefB
BOKMPFEI_00280	CDS	711	tenA_1	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
BOKMPFEI_00281	CDS	603	tenI	5.3.99.10	COG0352	Thiazole tautomerase
BOKMPFEI_00282	CDS	1113	thiO	1.4.3.19	COG0665	Glycine oxidase
BOKMPFEI_00283	CDS	204	thiS		COG2104	Sulfur carrier protein ThiS
BOKMPFEI_00284	CDS	768	thiG	2.8.1.10	COG2022	Thiazole synthase
BOKMPFEI_00285	CDS	1014				hypothetical protein
BOKMPFEI_00286	CDS	804	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
BOKMPFEI_00287	CDS	777	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
BOKMPFEI_00288	CDS	723				hypothetical protein
BOKMPFEI_00289	CDS	444	cotZ			Spore coat protein Z
BOKMPFEI_00290	CDS	492	cotY			Spore coat protein Y
BOKMPFEI_00291	CDS	495	cotX			Spore coat protein X
BOKMPFEI_00292	CDS	384				hypothetical protein
BOKMPFEI_00293	CDS	387	cotV			Spore coat protein V
BOKMPFEI_00294	CDS	339	yjcA			Sporulation protein YjcA
BOKMPFEI_00295	CDS	129				hypothetical protein
BOKMPFEI_00296	CDS	222				hypothetical protein
BOKMPFEI_00297	CDS	138				hypothetical protein
BOKMPFEI_00298	CDS	258				hypothetical protein
BOKMPFEI_00299	CDS	2313	yjcD	3.6.4.12	COG0210	Putative ATP-dependent DNA helicase YjcD
BOKMPFEI_00300	CDS	258				hypothetical protein
BOKMPFEI_00301	CDS	435	yjcF	2.3.1.-		putative N-acetyltransferase YjcF
BOKMPFEI_00302	CDS	516	yjcG	3.1.-.-	COG1514	Putative phosphoesterase YjcG
BOKMPFEI_00303	CDS	741				hypothetical protein
BOKMPFEI_00304	CDS	1152	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
BOKMPFEI_00305	CDS	1179	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
BOKMPFEI_00306	tRNA	76				tRNA-Val(gac)
BOKMPFEI_00307	CDS	252				hypothetical protein
BOKMPFEI_00308	CDS	1107	rapG_1	3.1.-.-		Response regulator aspartate phosphatase G
BOKMPFEI_00309	CDS	117				hypothetical protein
BOKMPFEI_00310	CDS	339	yybR		COG1733	putative HTH-type transcriptional regulator YybR
BOKMPFEI_00311	CDS	384	rutC	1.-.-.-		Putative aminoacrylate peracid reductase RutC
BOKMPFEI_00312	CDS	267				hypothetical protein
BOKMPFEI_00313	CDS	942	accA_1	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
BOKMPFEI_00314	CDS	447				hypothetical protein
BOKMPFEI_00315	CDS	186				hypothetical protein
BOKMPFEI_00316	CDS	972	hag_1		COG1344	Flagellin
BOKMPFEI_00317	CDS	189				hypothetical protein
BOKMPFEI_00318	CDS	507				hypothetical protein
BOKMPFEI_00319	CDS	831				hypothetical protein
BOKMPFEI_00320	CDS	663		2.3.1.28		Chloramphenicol acetyltransferase
BOKMPFEI_00321	CDS	1119	rapH_1	3.1.-.-		Response regulator aspartate phosphatase H
BOKMPFEI_00322	CDS	177				hypothetical protein
BOKMPFEI_00323	CDS	828				hypothetical protein
BOKMPFEI_00324	CDS	249				hypothetical protein
BOKMPFEI_00325	CDS	897				hypothetical protein
BOKMPFEI_00326	CDS	189				hypothetical protein
BOKMPFEI_00327	CDS	891	cynR_1			HTH-type transcriptional regulator CynR
BOKMPFEI_00328	CDS	1158	yycB_1		COG2807	putative transporter YycB
BOKMPFEI_00329	CDS	420				hypothetical protein
BOKMPFEI_00330	CDS	1134	rapA_1	3.1.-.-	COG0457	Response regulator aspartate phosphatase A
BOKMPFEI_00331	CDS	138				hypothetical protein
BOKMPFEI_00332	CDS	234				hypothetical protein
BOKMPFEI_00333	CDS	459	sbmC			DNA gyrase inhibitor
BOKMPFEI_00334	CDS	348				hypothetical protein
BOKMPFEI_00335	CDS	612				hypothetical protein
BOKMPFEI_00336	CDS	1182	alr2	5.1.1.1	COG0787	Alanine racemase 2
BOKMPFEI_00337	CDS	1113	xylB_1	1.1.1.90		Aryl-alcohol dehydrogenase
BOKMPFEI_00338	CDS	615				hypothetical protein
BOKMPFEI_00339	CDS	1572	nanM	5.1.3.24		N-acetylneuraminate epimerase
BOKMPFEI_00340	CDS	897	hag_2		COG1344	Flagellin
BOKMPFEI_00341	CDS	924	hag_3		COG1344	Flagellin
BOKMPFEI_00342	CDS	900	hag_4		COG1344	Flagellin
BOKMPFEI_00343	CDS	1473		1.14.13.-		Putative epoxidase LasC
BOKMPFEI_00344	CDS	825	yfmS_1		COG0840	Putative sensory transducer protein YfmS
BOKMPFEI_00345	CDS	372				hypothetical protein
BOKMPFEI_00346	CDS	624				hypothetical protein
BOKMPFEI_00347	CDS	549				hypothetical protein
BOKMPFEI_00348	CDS	900	xlyA	3.5.1.28	COG1388	N-acetylmuramoyl-L-alanine amidase XlyA
BOKMPFEI_00349	CDS	132				hypothetical protein
BOKMPFEI_00350	CDS	177	spoIISB			Stage II sporulation protein SB
BOKMPFEI_00351	CDS	771	spoIISA			Stage II sporulation protein SA
BOKMPFEI_00352	CDS	999				hypothetical protein
BOKMPFEI_00353	CDS	618				hypothetical protein
BOKMPFEI_00354	CDS	459				hypothetical protein
BOKMPFEI_00355	CDS	1752	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
BOKMPFEI_00356	CDS	1038	sbp		COG1613	Sulfate-binding protein
BOKMPFEI_00357	CDS	846	cysT		COG0555	Sulfate transport system permease protein CysT
BOKMPFEI_00358	CDS	870	cysW		COG4208	Sulfate transport system permease protein CysW
